Data de Criação,Data de Vencimento,Data do Pagamento,Descrição,Valor,Método de Pagamento,Taxa,Valor Pago,Pago,Categoria,Cliente,Tipo,Observação,Usuário,Usuário do Pagamento
26/04/2026,26/04/2026,26/04/2026,#41 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 78,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#40 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 28,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#39 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#38 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 91,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#37 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 13,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#11 - Pix,280.0,Pix,0.0,280.0,Sim,Pedido,Cliente 49,Receita,,,
27/04/2026,25/04/2026,25/04/2026,Tina Sp,2550.0,,0.0,2550.0,Sim,Fornecedor,,Despesa,,,
27/04/2026,25/04/2026,25/04/2026,#107 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
27/04/2026,25/04/2026,25/04/2026,#106 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 29,Receita,,,
27/04/2026,25/04/2026,25/04/2026,#105 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,25/04/2026,25/04/2026,#104 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
27/04/2026,25/04/2026,25/04/2026,#103 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 28,Receita,,,
27/04/2026,25/04/2026,25/04/2026,#102 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 72,Receita,,,
27/04/2026,24/04/2026,24/04/2026,Produtos venda (kmed),366.42,,0.0,366.42,Sim,Fornecedor,,Despesa,,,
27/04/2026,24/04/2026,24/04/2026,Materiais de envio,315.4,,0.0,315.4,Sim,Ferramentas,,Despesa,,,
27/04/2026,24/04/2026,24/04/2026,Tina rj (carregamento de 200g),3000.0,,0.0,3000.0,Sim,Fornecedor,,Despesa,,,
27/04/2026,24/04/2026,24/04/2026,#101 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 28,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#100 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 15,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#99 - Pix,80.0,Pix,0.0,80.0,Sim,Pedido,Cliente 83,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#98 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#97 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#96 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 49,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#95 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 94,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#94 - Pix,580.0,Pix,0.0,580.0,Sim,Pedido,Cliente 28,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#93 - Pix,250.0,Pix,0.0,250.0,Sim,Pedido,Cliente 102,Receita,,,
27/04/2026,24/04/2026,24/04/2026,#92 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 02,Receita,,,
27/04/2026,23/04/2026,23/04/2026,"Produtos (macarico, gás, pipe etc)",446.59,,0.0,446.59,Sim,Ferramentas,,Despesa,,,
27/04/2026,23/04/2026,23/04/2026,#91 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 32,Receita,,,
27/04/2026,23/04/2026,23/04/2026,#89 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 31,Receita,,,
27/04/2026,23/04/2026,23/04/2026,#90 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,23/04/2026,23/04/2026,#88 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 104,Receita,,,
27/04/2026,23/04/2026,23/04/2026,#87 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 78,Receita,,,
27/04/2026,22/04/2026,22/04/2026,Aluguel,1875.0,,0.0,1875.0,Sim,Acomodação,,Despesa,,,
27/04/2026,22/04/2026,22/04/2026,Ziplock,116.9,,0.0,116.9,Sim,Ferramentas,,Despesa,,,
27/04/2026,22/04/2026,22/04/2026,Macaricos,191.85,Dinheiro,0.0,191.85,Sim,Fornecedor,,Despesa,,,
27/04/2026,22/04/2026,22/04/2026,#78 - Pix,400.0,Pix,0.0,400.0,Sim,Pedido,Cliente 13,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#86 - Pix,350.0,Pix,0.0,350.0,Sim,Pedido,Cliente 21,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#85 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 56,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#84 - Pix,760.0,Pix,0.0,760.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#83 - Pix,800.0,Pix,0.0,800.0,Sim,Pedido,Cliente 17,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#82 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 10,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#81 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 83,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#80 - Pix,400.0,Pix,0.0,400.0,Sim,Pedido,Cliente 30,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#79 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 31,Receita,,,
27/04/2026,22/04/2026,22/04/2026,#77 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 95,Receita,,,
27/04/2026,21/04/2026,21/04/2026,Aluguel,1875.0,,0.0,1875.0,Sim,Acomodação,,Despesa,,,
27/04/2026,21/04/2026,21/04/2026,Tina rj,2620.0,,0.0,2620.0,Sim,Fornecedor,,Despesa,,,
27/04/2026,21/04/2026,21/04/2026,Mercado livre,699.8,,0.0,699.8,Sim,Ferramentas,,Despesa,,,
27/04/2026,21/04/2026,21/04/2026,Bolinhos,133.5,Pix,0.0,133.5,Sim,Ferramentas,,Despesa,,,
27/04/2026,21/04/2026,21/04/2026,Chantilly,63.3,,0.0,63.3,Sim,Ferramentas,,Despesa,,,
27/04/2026,21/04/2026,21/04/2026,#69 - Pix,75.0,Pix,0.0,75.0,Sim,Pedido,Cliente 25,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#76 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#75 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 49,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#74 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 61,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#72 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 54,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#71 - Pix,760.0,Pix,0.0,760.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#70 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 37,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#67 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 29,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#68 - Pix,80.0,Pix,0.0,80.0,Sim,Pedido,Cliente 102,Receita,,,
30/04/2026,21/04/2026,30/04/2026,#66 - Pix,370.0,Pix,0.0,370.0,Sim,Pedido,Cliente 78,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#66 - Pix,80.0,Pix,0.0,80.0,Sim,Pedido,Cliente 78,Receita,,,
27/04/2026,21/04/2026,21/04/2026,#65 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 67,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#55 - Pix,1000.0,Pix,0.0,1000.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#54 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 05,Receita,,,
27/04/2026,20/04/2026,20/04/2026,Tina,1000.0,Pix,0.0,1000.0,Sim,Fornecedor,,Despesa,,,
27/04/2026,20/04/2026,20/04/2026,Tina rj,4000.0,Pix,0.0,4000.0,Sim,Fornecedor,,Despesa,,,
27/04/2026,20/04/2026,20/04/2026,Voo volta,483.84,Pix,0.0,483.84,Sim,Viagem,,Despesa,,,
27/04/2026,20/04/2026,20/04/2026,Voo ida,1000.0,Pix,0.0,1000.0,Sim,Viagem,,Despesa,,,
27/04/2026,20/04/2026,20/04/2026,#61 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 14,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#64 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 12,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#63 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 02,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#62 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 101,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#57 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 06,Receita,,,
27/04/2026,20/04/2026,20/04/2026,#56 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 90,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#53 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 39,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#52 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 29,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#51 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 67,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#50 - Pix,190.0,Pix,0.0,190.0,Sim,Pedido,Cliente 64,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#49 - Pix,780.0,Pix,0.0,780.0,Sim,Pedido,Cliente 13,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#48 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 75,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#36 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 88,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#35 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 05,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#34 - Pix,150.0,Pix,0.0,150.0,Sim,Pedido,Cliente 26,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#33 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 70,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#31 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 03,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#32 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#30 - Pix,130.0,Pix,0.0,130.0,Sim,Pedido,Cliente 63,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#29 - Pix,190.0,Pix,0.0,190.0,Sim,Pedido,Cliente 09,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#28 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 32,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#27 - Pix,60.0,Pix,0.0,60.0,Sim,Pedido,Cliente 28,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#26 - Pix,400.0,Pix,0.0,400.0,Sim,Pedido,Cliente 103,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#25 - Pix,350.0,Pix,0.0,350.0,Sim,Pedido,Cliente 104,Receita,,,
27/04/2026,19/04/2026,19/04/2026,#24 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 28,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#23 - Pix,360.0,Pix,0.0,360.0,Sim,Pedido,Cliente 08,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#22 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 08,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#21 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 80,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#20 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 09,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#19 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 05,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#18 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 57,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#17 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 61,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#16 - Dinheiro,570.0,Pix,0.0,570.0,Sim,Pedido,Cliente 44,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#15 - Dinheiro,349.6,Pix,0.0,349.6,Sim,Pedido,Cliente 21,Receita,,,
26/04/2026,18/04/2026,18/04/2026,#14 - Dinheiro,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 66,Receita,,,
27/04/2026,18/04/2026,18/04/2026,Tina rj,2000.0,Pix,0.0,2000.0,Sim,Fornecedor,,Despesa,,,
26/04/2026,17/04/2026,17/04/2026,#13 - Pix,570.0,Pix,0.0,570.0,Sim,Pedido,Cliente 20,Receita,,,
26/04/2026,17/04/2026,17/04/2026,#12 - Pix,600.0,Pix,0.0,600.0,Sim,Pedido,Cliente 80,Receita,,,
26/04/2026,17/04/2026,17/04/2026,#10 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 84,Receita,,,
26/04/2026,17/04/2026,17/04/2026,#9 - Pix,1000.0,Pix,0.0,1000.0,Sim,Pedido,Cliente 89,Receita,,,
26/04/2026,17/04/2026,17/04/2026,#8 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 07,Receita,,,
26/04/2026,17/04/2026,17/04/2026,#5 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 53,Receita,,,
27/04/2026,17/04/2026,17/04/2026,Tina rj,1200.0,Pix,0.0,1200.0,Sim,Fornecedor,,Despesa,,,
26/04/2026,16/04/2026,16/04/2026,#4 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 44,Receita,,,
26/04/2026,16/04/2026,16/04/2026,#3 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 14,Receita,,,
26/04/2026,16/04/2026,16/04/2026,#2 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 65,Receita,,,
26/04/2026,16/04/2026,16/04/2026,#1 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 02,Receita,,,
27/04/2026,16/04/2026,16/04/2026,Tina rj,3200.0,Pix,0.0,3200.0,Sim,Fornecedor,,Despesa,,,
