Número,Status,Data,Data de Entrega,Data de Vencimento,Data do Pagamento,Quantidade,Descrição,Desconto,Entrega,Taxa de Vendas,Total,Valor Pago,Custo,Lucro,Tipos de Pagamento,,,Observação
174,Finalizado,03/05/2026 05:21:31,,,03/05/2026 05:21:30,5.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Medidor 25g (0,00)
1x Vitamina C - Teuto 4 comp (0,00)
1x Sabonete - Nivea lavanda (0,00)",0.0,10.0,,210.0,210.0,71.89,128.11,Pix,,,
173,Finalizado,03/05/2026 02:37:28,,,03/05/2026 02:37:27,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Hidratante (75,00)",0.0,,,275.0,275.0,70.0,205,Pix,,,
172,Finalizado,03/05/2026 02:22:13,,,03/05/2026 02:22:11,1,"1x Caneta Curva (45,00)",0.0,,,45.0,45.0,19.5,25.5,Pix,,,
171,Finalizado,03/05/2026 02:19:39,,,03/05/2026 02:19:38,3,"2g x Produto Especial - Astronauta  (380,00)
1x Embalagem - Ziplock (0,00)",310.0,,,450.0,450.0,220.37,229.63,Pix,,,
170,Finalizado,03/05/2026 00:40:24,,,03/05/2026 00:40:22,1,"1x Hidratante (110,00)",0.0,,,110.0,110.0,10.0,100,Pix,,,
169,Finalizado,03/05/2026 00:38:43,,,03/05/2026 00:38:41,2,"1g x Produto Especial - Bom (380,00)
1x Hidratante (110,00)",0.0,,,490.0,490.0,130.0,360,Pix,,,
168,Finalizado,02/05/2026 22:08:40,,,02/05/2026 22:08:39,3,"1g x Produto Especial - Astronauta  (380,00 - 70,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",70.0,,,310.0,310.0,110.37,199.63,"Pix, Fiado",,,
167,Finalizado,02/05/2026 19:14:10,,,02/05/2026 19:14:09,3,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,140.37,239.63,Pix,,,
166,Finalizado,02/05/2026 16:20:47,,,02/05/2026 16:20:46,2.68,"0,68g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",72.0,,,200.0,200.0,109.17000000000002,90.82999999999998,Pix,,,
165,Finalizado,02/05/2026 15:58:53,,,02/05/2026 15:58:52,3.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Água Tônica (5,00 - 5,00)",5.0,,,200.0,200.0,62.169999999999995,137.83,Pix,,,
164,Finalizado,02/05/2026 12:46:58,,,02/05/2026 12:47:06,3,"1g x Produto Especial - Astronauta  (380,00 - 70,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",70.0,,,310.0,310.0,110.37,199.63,Pix,,,
163,Finalizado,02/05/2026 08:56:49,,,02/05/2026 08:56:48,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",0.0,,,200.0,200.0,80.37,119.63,Pix,,,
162,Finalizado,02/05/2026 00:48:29,,,02/05/2026 00:30:33,7,"1g x Produto Especial - Bom (380,00)
1x Medidor 25g (0,00)
1x Kit sabonete shampoo (0,00)
1x Kit dental (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Vitamina C - Medley 1 comp - Grátis (0,00)",0.0,,,380.0,380.0,167.87,212.13,Pix,,,
161,Finalizado,02/05/2026 00:09:19,,,02/05/2026 00:09:17,9,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Kit dental (0,00)
1x Medidor 25g (0,00)
4x Conta-gotas 1ml (5,00)
1g x Produto Especial - Bom (380,00)",0.0,,,400.0,400.0,176.21,223.79,Cartão de Crédito,,,
160,Finalizado,01/05/2026 22:34:40,,,02/05/2026 00:23:23,7,"0,5g x Produto Especial - Bom (380,00)
0,5g x Produto Especial - Modelo Mascara (380,00)
1x Kit dental (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
2x Embalagem - Ziplock (0,00)
1x Vitamina C - Medley 1 comp - Grátis (0,00)
1x Kit sabonete shampoo (0,00)",0.0,,,380.0,380.0,143.25,236.75,Pix,,,
159,Finalizado,01/05/2026 22:10:35,,,01/05/2026 22:10:45,3,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Ziplock (0,00)
1x Isqueiro Grande (50,00)",0.0,,,430.0,430.0,180.72,249.28,Pix,,,
158,Finalizado,01/05/2026 21:35:10,,,01/05/2026 23:02:24,6.5,"3g x Produto Especial - Astronauta  (380,00 - 80,00)
1x Medidor 200ml (50,00)
1x Caneta 15cm (40,00)
1x Cartucho Refil (40,00)
0,5g x Produto Especial - Bom (380,00 - 80,00)",160.0,,,1180.0,1180.0,447.65,732.35,"Pix, Fiado",,,
157,Finalizado,01/05/2026 15:01:34,,,01/05/2026 15:01:32,6,"1g x Produto Especial - Bom (380,00)
2x Embalagem - Ziplock (0,00)
1x Bolinho bauducco (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Medidor 25g (0,00)",0.0,,,380.0,380.0,177.72000000000003,202.27999999999997,Pix,,,
156,Finalizado,01/05/2026 12:20:21,,,01/05/2026 12:20:20,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",0.0,,,200.0,200.0,85.37,114.63,Pix,,,
155,Finalizado,01/05/2026 11:33:01,,,01/05/2026 11:33:00,3,"2x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Bom (380,00)
0,5g x Produto Especial - Modelo Mascara (380,00)",0.0,,,380.0,380.0,145.74,234.26,Dinheiro,,,
154,Finalizado,01/05/2026 09:00:17,,,01/05/2026 09:00:15,8,"2x Kit dental (0,00)
0,5g x Produto Especial - Bom (380,00)
0,5g x Produto Especial - Modelo Mascara (380,00)
1x Kit sabonete shampoo (0,00)
1x Hidratante (80,00)
1x Medidor 25g (0,00)
1x Sabonete - Lux botânicos (0,00)
1x Vitamina D - Medley 20mg 4 comp (0,00)",10.0,,,450.0,450.0,166.28,283.72,Pix,,,
153,Finalizado,01/05/2026 07:04:12,,,01/05/2026 01:22:06,8.4,"0,7g x Produto Especial - Bom (380,00)
0,7g x Produto Especial - Modelo Mascara (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
2x Embalagem - Ziplock (0,00)
1x Hidratante (80,00)
1x Medidor 25g (0,00)
1x Kit sabonete shampoo (0,00)
1x Kit dental (0,00)",232.0,,,380.0,380.0,221.24,158.76,Pix,,,
152,Finalizado,30/04/2026 22:23:20,,,30/04/2026 22:23:19,3,"1g x Produto Especial - Bom (380,00)
1x Hidratante (80,00)
1x Caneta 15cm (40,00)",10.0,,,490.0,490.0,194.4,295.6,Pix,,,
151,Finalizado,30/04/2026 21:50:52,,,30/04/2026 21:50:50,3.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Medidor 25g (0,00)",0.0,,,200.0,200.0,90.36,109.64,Cartão de Crédito,,,
150,Finalizado,30/04/2026 21:45:10,,,30/04/2026 21:05:38,5.5,"0,5g x Produto Especial - Bom (400,00)
1x Hidratante (80,00 - 80,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Vitamina C - Prati 4 comp - Grátis (0,00)
1x Sabonete - Lux botânicos (0,00)",80.0,,,200.0,200.0,102.85000000000001,97.14999999999999,Pix,,,
149,Finalizado,30/04/2026 20:18:37,,,30/04/2026 19:25:29,9.5,"0,5g x Produto Especial - Modelo Mascara (380,00)
0,5g x Produto Especial - Bom (380,00)
4x Bolinho bauducco (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
2x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Astronauta  (380,00 - 380,00)
1x Hidratante (80,00)",390.0,,,450.0,450.0,218.70000000000002,231.3,"Fiado, Pix",,,
148,Finalizado,30/04/2026 19:13:37,,,30/04/2026 19:13:36,4.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
2x Bolinho bauducco (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,64.35,135.65,Dinheiro,,,
147,Finalizado,30/04/2026 18:45:23,,,30/04/2026 18:45:22,4.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
2x Bolinho bauducco (0,00)",0.0,,,200.0,200.0,64.35,135.65,Pix,,,
146,Finalizado,30/04/2026 18:40:27,,,30/04/2026 18:40:26,2.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
145,Finalizado,30/04/2026 17:03:13,,,30/04/2026 17:03:12,3,"0,5g x Produto Especial - Bom (380,00)
0,5g x Produto Especial - Modelo Mascara (380,00)
2x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,145.74,234.26,Pix,,,
144,Finalizado,30/04/2026 17:02:16,,,30/04/2026 17:02:15,3,"0,5g x Produto Especial - Modelo Mascara (380,00)
0,5g x Produto Especial - Bom (380,00)
2x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,145.74,234.26,Pix,,,
129,Finalizado,29/04/2026 22:51:40,,,29/04/2026 08:36:41,8,"3g x Produto Especial - Astronauta  (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Sabonete - Nível creme care (0,00)
1x Vitamina D - Prati 4 comp (0,00)
1x Vitamina C - Prati 4 comp - Grátis (0,00)",140.0,,,1000.0,1000.0,342.25,657.75,Pix,,,
140,Finalizado,29/04/2026 22:25:09,,,29/04/2026 22:25:23,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,85.37,114.63,Pix,,,
141,Finalizado,29/04/2026 22:24:47,,,30/04/2026 19:22:57,1.8,"0,8g x Produto Especial - Bom (380,00)
1x Embalagem - Ziplock (0,00)",104.0,,,200.0,200.0,136.37,63.63,Pix,,,
143,Finalizado,29/04/2026 22:23:39,,,29/04/2026 22:26:03,3.5,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Vitamina D - Prati 4 comp (0,00)
0,5g x Produto Especial - Bom (400,00)",0.0,,,200.0,200.0,92.96,107.04,Pix,,,
142,Finalizado,29/04/2026 22:10:42,,,29/04/2026 22:10:41,1.375,"0,38g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,150.0,150.0,64.12,85.88,Dinheiro,,,
139,Finalizado,29/04/2026 19:05:18,,,29/04/2026 19:05:17,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,85.37,114.63,Pix,,,
138,Finalizado,29/04/2026 19:00:43,,,29/04/2026 19:00:42,3,"2x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Bom (380,00)
0,5g x Produto Especial - Astronauta  (380,00)",0.0,31.5,,411.5,411.5,140.74,239.26,Fiado,,,
137,Finalizado,29/04/2026 18:49:43,,,29/04/2026 18:49:41,6,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Ziplock (0,00)
2x Embalagem - Sacola Plástico Branca (0,00)
1x Vitamina C - Prati 4 comp - Grátis (0,00)
1x Sabonete - Nivea lavanda (0,00)",0.0,,,380.0,380.0,174.66,205.34,Pix,,,
135,Finalizado,29/04/2026 17:58:43,,,29/04/2026 17:58:41,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,85.37,114.63,"Dinheiro, Pix",,,
134,Finalizado,29/04/2026 16:17:40,,,29/04/2026 16:17:39,3.5,"0,32g x Produto Especial - Bom (400,00)
0,18g x Produto Especial - Astronauta  (400,00)
1x Embalagem - Ziplock (0,00)
2x Embalagem - Sacola Plástico Branca (0,00)",0.0,,,200.0,200.0,74.57000000000001,125.42999999999999,Pix,,,
133,Finalizado,29/04/2026 16:15:14,,,29/04/2026 16:15:13,1.5,"0,5g x Produto Especial - Astronauta  (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,55.37,144.63,"Dinheiro, Fiado",,,
132,Finalizado,29/04/2026 14:37:43,,,29/04/2026 14:37:42,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Caneta 15cm (40,00)",0.0,,,240.0,240.0,99.4,140.6,Fiado,,,
131,Finalizado,29/04/2026 14:35:53,,,29/04/2026 14:13:56,3.5,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Bom (400,00)
1x Vitamina C - Medley 1 comp - Grátis (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
130,Finalizado,29/04/2026 03:25:01,,,29/04/2026 03:25:00,1.5,"1x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Astronauta  (380,00)",40.0,,,150.0,150.0,55.37,94.63,Pix,,,
128,Finalizado,28/04/2026 22:52:15,,,28/04/2026 22:57:00,2,"1g x Produto Especial - Astronauta  (380,00)
1x Caneta 15cm (50,00)",0.0,,,430.0,430.0,124.4,305.6,"Dinheiro, Pix",,,
127,Finalizado,28/04/2026 21:17:21,,,28/04/2026 21:17:20,4,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Vitamina C - Prati 4 comp - Grátis (0,00)
1g x Produto Especial - Astronauta  (380,00)",0.0,,,380.0,380.0,114.66,265.34000000000003,Pix,,,
126,Finalizado,28/04/2026 17:05:34,,,28/04/2026 16:38:33,4.5,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
0,5g x Produto Especial - Astronauta  (400,00)
1x Vitamina C - Medley 1 comp - Grátis (0,00)
1x Creme dental - Close-up mental 70g (0,00)",0.0,,,200.0,200.0,62.739999999999995,137.26,Dinheiro,,,
125,Finalizado,28/04/2026 15:56:44,,,28/04/2026 15:56:42,5,"1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1g x Produto Especial - Modelo Astronauta  (380,00)
1x Vitamina D - Medley 20mg 4 comp (0,00)
1x Sabonete - Nivea lavanda (0,00)",0.0,,,380.0,380.0,121.15,258.85,Cartão de Crédito,,,
123,Finalizado,28/04/2026 15:42:30,,,28/04/2026 15:59:58,3.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)
1x Sabonete - Lux botânicos (0,00)
1x Vitamina C - Prati 4 comp - Grátis (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,62.23,137.77,Dinheiro,,,
124,Finalizado,28/04/2026 15:42:04,,,28/04/2026 15:27:55,2,"1g x Produto Especial - Modelo Astronauta  (380,00)
1x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,110.37,269.63,Pix,,,
122,Finalizado,27/04/2026 21:29:52,,,27/04/2026 21:29:50,1,"1g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,400.0,400.0,110.0,290,Fiado,,,
121,Finalizado,27/04/2026 21:07:32,,,27/04/2026 21:07:30,1.5,"1g x Produto Especial - Modelo Hidratantena (380,00)
0,5g x Produto Especial - Modelo Astronauta  (380,00)",70.0,,,500.0,500.0,220.0,280,Pix,,,
120,Finalizado,27/04/2026 21:06:21,,,27/04/2026 21:06:20,0.5,"0,5g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,190.0,190.0,55.0,135,Pix,,,
119,Finalizado,27/04/2026 21:05:33,,,27/04/2026 21:05:32,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Cartão de Crédito,,,
118,Finalizado,27/04/2026 18:46:35,,,27/04/2026 21:08:26,1,"1x Caneta 15cm (40,00)",0.0,,,40.0,40.0,14.4,25.6,Fiado,,,
117,Finalizado,27/04/2026 17:04:47,,,27/04/2026 17:04:45,0.5,"0,5g x Produto Especial - Modelo Hidratantena (400,00)",0.0,,,200.0,200.0,82.5,117.5,Dinheiro,,,
116,Finalizado,27/04/2026 16:04:35,,,27/04/2026 16:04:34,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
115,Finalizado,27/04/2026 16:03:22,,,27/04/2026 16:03:21,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
114,Finalizado,27/04/2026 14:51:14,,,27/04/2026 14:51:13,2,"1x Caneta 15cm (40,00)
1g x Produto Especial - Modelo Hidratantena (380,00)",0.0,,,420.0,420.0,179.4,240.6,Cartão de Crédito,,,
113,Finalizado,27/04/2026 14:06:04,,,27/04/2026 14:06:03,1.5,"1,5g x Produto Especial - Modelo Hidratantena (380,00)",70.0,,,500.0,500.0,247.5,252.5,Pix,,,
112,Finalizado,27/04/2026 13:18:50,,,27/04/2026 13:18:48,0.5,"0,5g x Produto Especial - Modelo Hidratantena (200,00)",0.0,,,100.0,100.0,82.5,17.5,Pix,,,
111,Finalizado,27/04/2026 11:49:07,,,27/04/2026 11:49:06,1,"1g x Produto Especial - Modelo Astronauta  (380,00 - 160,00)",160.0,,,220.0,220.0,110.0,110,Cartão de Crédito,,,
110,Finalizado,27/04/2026 07:21:25,,,27/04/2026 07:21:24,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
109,Finalizado,27/04/2026 04:37:18,,,27/04/2026 04:40:48,1,"1g x Produto Especial - Modelo Astronauta  (380,00 - 80,00)",80.0,,,300.0,300.0,110.0,190,"Fiado, Pix",,,
59,Finalizado,27/04/2026 02:16:44,,,27/04/2026 02:16:42,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",30.0,,,350.0,350.0,110.0,240,Pix,,,
58,Finalizado,27/04/2026 01:51:09,,,27/04/2026 01:51:08,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,"Dinheiro, Pix",,,
47,Finalizado,26/04/2026 23:44:25,,,26/04/2026 23:44:23,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
45,Finalizado,26/04/2026 23:41:46,,,26/04/2026 23:42:13,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,"Pix, Dinheiro",,,
43,Finalizado,26/04/2026 23:36:49,,,26/04/2026 23:36:47,2,"2g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,760.0,760.0,220.0,540,Cartão de Crédito,,,
42,Finalizado,26/04/2026 23:35:58,,,26/04/2026 23:35:57,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
41,Finalizado,26/04/2026 23:32:37,,,26/04/2026 23:32:35,2,"1g x Produto Especial - Modelo Hidratantena (380,00)
1x Hidratante (80,00)",10.0,,,450.0,450.0,175.0,275,Pix,,,
40,Finalizado,26/04/2026 23:27:44,,,26/04/2026 23:27:43,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
39,Finalizado,26/04/2026 23:26:47,,,26/04/2026 23:26:46,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
38,Finalizado,26/04/2026 23:25:42,,,26/04/2026 23:25:41,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
37,Finalizado,26/04/2026 23:19:41,,,26/04/2026 23:19:40,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
11,Finalizado,26/04/2026 20:59:44,,,26/04/2026 21:00:11,1.5,"0,5g x Produto Especial - Modelo Caneta (400,00)
1x Hidratante (80,00)",0.0,,,280.0,280.0,92.5,187.5,Pix,,,
46,Finalizado,26/04/2026 04:41:07,,,27/04/2026 04:41:27,0.6,"0,6g x Produto Especial - Modelo Astronauta  (380,00)",78.0,,,150.0,150.0,66.0,84,Fiado,,,
107,Finalizado,25/04/2026 03:50:36,25/04/2026 03:50:00,25/04/2026 03:50:00,27/04/2026 03:51:46,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
106,Finalizado,25/04/2026 03:49:45,25/04/2026 03:49:00,25/04/2026 03:49:00,27/04/2026 03:51:46,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
105,Finalizado,25/04/2026 03:49:06,25/04/2026 03:49:00,25/04/2026 03:49:00,27/04/2026 03:51:46,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
104,Finalizado,25/04/2026 03:48:30,25/04/2026 03:48:00,25/04/2026 03:48:00,27/04/2026 03:51:46,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
103,Finalizado,25/04/2026 03:47:57,25/04/2026 03:47:00,25/04/2026 03:47:00,27/04/2026 03:51:46,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
102,Finalizado,25/04/2026 03:42:39,,25/04/2026 03:42:00,27/04/2026 03:51:46,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
101,Finalizado,24/04/2026 03:41:47,24/04/2026 03:41:00,24/04/2026 03:41:00,27/04/2026 03:51:10,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
100,Finalizado,24/04/2026 03:40:58,24/04/2026 03:40:00,24/04/2026 03:40:00,27/04/2026 03:51:10,1,"1g x Produto Especial - Modelo Astronauta  (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
99,Finalizado,24/04/2026 03:39:26,24/04/2026 03:39:00,24/04/2026 03:39:00,27/04/2026 03:51:10,1,"1x Hidratante (80,00)",0.0,,,80.0,80.0,10.0,70,Pix,,,
98,Finalizado,24/04/2026 03:38:32,24/04/2026 03:38:00,24/04/2026 03:36:00,27/04/2026 03:51:10,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
96,Finalizado,24/04/2026 03:35:27,24/04/2026 03:30:00,24/04/2026 03:30:00,27/04/2026 03:51:10,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
97,Finalizado,24/04/2026 03:34:52,24/04/2026 03:31:00,24/04/2026 03:31:00,27/04/2026 03:51:10,0.5,"0,5g x Produto Especial - Modelo Astronauta  (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
95,Finalizado,24/04/2026 03:29:44,24/04/2026 03:29:00,24/04/2026 03:29:00,27/04/2026 03:33:35,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
94,Finalizado,24/04/2026 03:28:57,24/04/2026 03:28:00,24/04/2026 03:28:00,27/04/2026 03:33:35,1.5,"1,5g x Produto Especial - Modelo Bom (380,00)",0.0,10.0,,580.0,580.0,165.0,405,Pix,,,
93,Finalizado,24/04/2026 03:27:50,24/04/2026 03:27:00,24/04/2026 03:27:00,27/04/2026 03:33:35,1.5,"1x Caneta (50,00)
0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,250.0,250.0,75.0,175,Pix,,,
92,Finalizado,24/04/2026 03:26:04,24/04/2026 03:25:00,24/04/2026 03:25:00,27/04/2026 03:33:35,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
91,Finalizado,23/04/2026 03:25:23,23/04/2026 03:25:00,23/04/2026 03:25:00,27/04/2026 03:32:30,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
90,Finalizado,23/04/2026 03:24:50,23/04/2026 03:24:00,23/04/2026 03:24:00,27/04/2026 03:32:30,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
89,Finalizado,23/04/2026 03:24:05,23/04/2026 03:24:00,23/04/2026 03:24:00,27/04/2026 03:32:30,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
88,Finalizado,23/04/2026 03:23:10,23/04/2026 03:23:00,23/04/2026 03:23:00,27/04/2026 03:32:30,0.5,"0,5g x Produto Especial - Modelo Bom (400,00)",0.0,,,200.0,200.0,55.0,145,Pix,,,
87,Finalizado,23/04/2026 03:18:48,23/04/2026 03:18:00,23/04/2026 03:18:00,27/04/2026 03:21:52,2,"1g x Produto Especial - Modelo Bom (380,00)
1x Hidratante (80,00)",10.0,,,450.0,450.0,120.0,330,Pix,,,
86,Finalizado,22/04/2026 03:18:00,22/04/2026 03:17:00,22/04/2026 03:17:00,27/04/2026 03:20:49,0.93,"0,93g x Produto Especial - Modelo Bom (380,00)",3.4,,,350.0,350.0,102.30000000000001,247.7,Pix,,,
85,Finalizado,22/04/2026 03:16:52,22/04/2026 03:16:00,22/04/2026 03:16:00,27/04/2026 03:20:49,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
84,Finalizado,22/04/2026 03:15:06,22/04/2026 03:15:00,22/04/2026 03:15:00,27/04/2026 03:20:49,2,"2g x Produto Especial - Modelo Bom (380,00)",0.0,,,760.0,760.0,220.0,540,Pix,,,
83,Finalizado,22/04/2026 03:14:34,22/04/2026 03:14:00,22/04/2026 03:13:00,27/04/2026 03:20:49,4,"4g x Produto Especial - Modelo Bom (380,00)",720.0,,,800.0,800.0,440.0,360,Pix,,,
82,Finalizado,22/04/2026 03:12:59,22/04/2026 03:12:00,22/04/2026 03:12:00,27/04/2026 03:20:49,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
81,Finalizado,22/04/2026 03:09:50,22/04/2026 03:09:00,22/04/2026 03:09:00,27/04/2026 03:20:49,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
80,Finalizado,22/04/2026 03:09:15,22/04/2026 03:09:00,22/04/2026 03:09:00,27/04/2026 03:20:49,2,"1g x Produto Especial - Modelo Bom (380,00)
1g x Produto Especial - Modelo Hidratantena (380,00)",360.0,,,400.0,400.0,275.0,125,Pix,,,
79,Finalizado,22/04/2026 03:05:27,22/04/2026 03:05:00,22/04/2026 03:05:00,27/04/2026 03:20:49,1,"1g x Produto Especial - Modelo Bom (380,00)",0.0,,,380.0,380.0,110.0,270,Pix,,,
78,Finalizado,22/04/2026 03:04:31,,,27/04/2026 03:20:49,1.1,"0,5g x Produto Especial - Modelo Bom (400,00)
0,6g x Produto Especial - Modelo Hidratantena (380,00)",28.0,,,400.0,400.0,154.0,246,Pix,,,
